WordContent,sentences,index
;,"क्षेत्र परीक्षण के परिणामों की घोषणा 12 अप्रैल 1955 ( फ्रेंकलिन डी. रूजवेल्ट की मौत की दसवें सालगिरह ; देखिये , फ्रेंकलिन डी. रूजवेल्ट की लकवे की बीमारी ) को की गयी थी ।",95
;,"यह स्पष्ट है कि टीबी के इस उपभेद का प्रसार एचआईवी और संक्रमण के अपर्याप्त नियंत्रण से सम्बंधित है ; अन्य देशों में जहां XDR - TB के उपभेद उत्पन्न हुए हैं , मामले का उपयुक्त प्रबंधन न किये जाने के कारण दवा के लिए प्रतिरोध विकसित हुआ ।",125
;,"उपचार की अवधि कम से कम 18 महीने की होती है और इसमें एक साल भी लग सकता है ; इसमें शल्य चिकित्सा की आवश्यकता भी पड़ सकती है , हालांकि इष्टतम उपचार के बावजूद मृत्यु दर अधिक होती है ।",133
;,"दवाओं को सूची में सबसे ऊपर रखा जाता है क्योंकि वे अधिक प्रभावी और कम विषाक्त हैं ; दवाओं को सूची में सबसे नीचे रखा जाता है क्योंकि वे कम प्रभावी और अधिक विषाक्त हैं , या उन्हें प्राप्त करने में कठिनाई होती है ।",147
;,"दवाओं को जारी रखने के साथ , PZA और इंटरफेरॉन का काउंट शून्य हो जाता है ; अर्थात , चार दवाओं के साथ PZA को शामिल करने से , आप पांच करने के लिए एक दवा का चयन और कर सकते हैं ।",153
हुई,"जब इंग्लैंड के एक कट्टर धूम्रपान विरोधी और "" ए काउंटरब्लास्ट टू टोबेको "" ( A Counterblast to Tobacco ) के लेखक जेम्स प्रथम ने 1604 में तम्बाकू पर अप्रत्याशित 4000 % कर लगा कर एक नई शुरुआत करने की कोशिश की , तो यह एक विफलता साबित हुई , क्योंकि 1600 के दशक की शुरुआत में लंदन में लगभग 7000 तम्बाकू विक्रेता थे ।",11
हुई,इससे मांग में एक जटिल परिवर्तन हुआ जिसके कारण सिगरेट के साथ तंबाकू उत्पादन के औद्योगीकरण की शुरुआत हुई ।,20
हुई,"जबकि दुनिया भर के चीनी शहरों में स्थित अफीम के गुप्त ठिकानों ने प्रवासी चीनियों को आपूर्ति जारी रखी , प्रथम विश्व युद्ध के फैलने के बाद यूरोपीय कलाकारों में यह प्रवृत्ति बड़े पैमाने पर कम हुई ।",29
हुई,चीन में अफ़ीम की खपत 1960 और 1970 के दशक में सांस्कृतिक क्रांति के दौरान कम हुई ।,30
हुई,"उसके बाद उन्होंने वह teeka तीन हज़ार बच्चों को दिया , जिनमें से कई बच्चों को प्रतिक्रियात्मक एलर्जी हुई , लेकिन किसी में भी पोलियो प्रतिरोधकता विकसित नहीं हुई ।",65
हुई,"फिलाडेल्फिया के रोगविज्ञानी जॉन कोल्मेर ने भी उसी वर्ष एक teeka बनाने का दावा किया , लेकिन उससे भी प्रतिरोधकता उत्पन्न नहीं हुई और उन्हें कई मामले प्रवृत करने का दोषी ठहराया गया , जिनमें से कुछ जानलेवा थे ।",66
थी,"1600 के दशक के मध्य तक हर प्रमुख सभ्यता तम्बाकू के धूम्रपान से परिचित थी और बहुत से मामलों में इसे पहले ही देशी संस्कृति में शामिल कर लिया गया था , बावजूद इसके कि कई शासकों ने इसे रोकने के लिए सख्त दंड या जुर्माने का प्रावधान किया ।",13
थी,"अंग्रेजी भाषा का शब्द "" स्मोकिंग "" 1700 के दशक के अंत में गढ़ा गया था , जिससे पहले यह प्रक्रिया "" धुंआ पीने "" ( drinking smoke ) के नाम से जानी जाती थी ।",15
थी,"वर्तमान में कांगो के नाम से बुलाई जाने वाली जगह पर 1800 के दशक में लुबुको ( "" द लैंड ऑफ़ फ्रेंडशिप "" ) में बेना दिएम्बा ( Bena Diemba ) ( "" पीपुल ऑफ़ कैनाबिस "" ) नाम से एक संस्था गठित की गई थी ।",17
थी,पहले यह केवल खाई जाती थी और वह भी मुख्य रूप से केवल अपने औषधीय गुणों के कारण ।,23
थी,"घनघोर अवसाद के दौरान , एडॉल्फ हिटलर ने धूम्रपान करने की लत को पैसे की बरबादी कहकर इसकी निन्दा की थी और बाद में इस विषय पर उसने दृढ़ वक्तव्य दिये ।",36
थी,नाजी प्रजनन नीति के साथ इस आन्दोलन को और अधिक बढ़ावा मिला क्योंकि जर्मन परिवार में धूम्रपान करने वाली महिला पत्नी या मां बनने के लिए अनुपयुक्त मानी जाती थी ।,37
ये,ये नियम वास्तव में इतने कड़े नहीं हैं जितना कि अक्सर चिकित्सकों के द्वारा बताये जाते हैं ।,121
ये,"आइसोनियाज़िड - प्रतिरोध के लिए भी जांच उपलब्ध है ( "" katG "" और "" mabA - inhA "" ) , लेकिन ये अधिक व्यापक रूप से उपलब्ध नहीं हैं ।",145
ये,"स्टेरॉयड सूजन को कम करने में उपयोगी हो सकते हैं , विशेष रूप से तब इनका उपयोग किया जाना चाहिए जब इसमें बहुत दर्द होता हो , लेकिन ये जरुरी नहीं है ।",198
ये,"तथापि ये दोनों रोग एक दूसरे के प्रसार को फैलाने में योगदान देते हैं - मलेरिया से वायरल भार बढ जाता है , वहीं एड्स संक्रमण से व्यक्ति की प्रतिरोधक क्षमता कमजोर हो जाने से वह रोग की चपेट में आ जाता है ।",230
ये,त्वचा को दबाने पर ये दाग हटते नहीं हैं ।,458
ये,ये लाल दाग टूटी केशिकाओं के कारण बनते हैं ।,459
हुए,"सामाजिक समस्याओं और मुद्रा में बड़ी गिरावट के कारण , आयात को रोकने के लिए चीन द्वारा कई प्रयास हुए जो अंततः अफीम युद्ध में बदल गए ।",26
हुए,"संयुक्त राज्य अमेरिका की चार बड़ी तम्बाकू कंपनियों और 46 राज्यों के अटॉर्नी जनरलों के बीच हुए टोबेको मास्टर सेटलमेन्ट एग्रीमेंट ( Tobacco Master Settlement Agreement ) , जो बाद में अमेरिका के इतिहास का सबसे बड़ा नागरिक समझौता बन गया , के तहत तम्बाकू के कई प्रकार के विज्ञापनों पर प्रतिबंध लगा दिया गया और स्वास्थ्य के लिए मुआवजे की मांग रखी गई ।",49
हुए,"1955 , अप्रैल 12 को सॉल्क द्वारा दुनिया को इसकी घोषणा की गयी कि , यह निष्क्रिय ( मरे हुए ) पोलियो वायरस के इंजेक्शन की खुराक होते हैं ।",53
हुए,उनके प्रारंभिक प्रयास पर्याप्त वायरस प्राप्त न कर पाने के कारण अवरुद्ध हुए ।,63
हुए,"अमेरिका में , March of Dimes के द्वारा प्रचारित सामूहिक प्रतिरक्षण टीकाकरण अभियान का अनुसरण करते हुए , पोलियो के सालाना मामले १९५७ में ५६०० तक गिर गए ।",98
हुए,१९६१ तक संयुक्त राज्य अमेरिका में केवल १६१ मामले दर्ज हुए ।,99
:,"पोलियो वायरस के विकास के अन्य महत्वपूर्ण अग्रगणि थे : तीन पोलियो वायरस ( serotype ) की पहचान ( पोलियो वायरस प्रकार १ - PV1 , या Mahoney ; PV2 , Lansing और PV3 , Leon ) ।",70
:,"२००८ तक , पोलियो केवल इन चार देशों में स्थानिक रह गया : नाइजीरिया , भारत , अफगानिस्तान और पाकिस्तान ।",78
:,MDR - टीबी का उपचार संवेदनशीलता परीक्षण के आधार पर किया जाना चाहिए : इस जानकारी के बिना ऐसे रोगियों का उपचार असंभव है ।,139
:,सीएनएस टीबी रक्त से फैलने की दृष्टि से माध्यमिक हो सकता है : इसलिए कुछ विशेषज्ञ मिलियरी टीबी के रोगियों में सीएसएफ के सेम्पल नियमित रूप से लेने की सलाह देते हैं ।,216
:,वे हैं : स्टेरॉयड का प्रयोग टीबी मैनिंजाइटिस में नियमित रूप से किया जाता है ( नीचे दिया गया अनुभाग देखें ) ।,218
:,"मूत्र में हीमोग्लोबिन का उत्सर्जन और इससे गुर्दों की विफलता तक हो सकती है , जिसे कालापानी बुखार ( अंग्रेजी : "" blackwater fever "" , "" ब्लैक वाटर फ़ीवर "" ) कहते हैं ।",256
तरह,प्रारंभिक चरण के दौरान धूम्रपान सुखद अनुभूतियां प्रदान करता है ( इसके डोपामाइन ( dopamine ) प्रणाली पर प्रभाव के कारण ) और इस तरह सकारात्मक सुदृढ़ीकरण के एक स्रोत के रूप में कार्य करता है ।,2
तरह,कुछ इसी तरह पश्चिमी चर्च नेता अर्बन VII ( सप्तम ) ने 1590 के पोप सम्बंधी आदेश में धूम्रपान की निन्दा की ।,9
तरह,"कुछ इसी तरह 1964 में धूम्रपान और स्वास्थ्य पर अमेरिकन सर्जन जनरल ने धूम्रपान और कैंसर के बीच संबंध बताया , जिसकी पुष्टि 20 वर्षों बाद 1980 के दशक के बाद के वर्षों में की गई ।",46
तरह,यह रोग अमेरिका से १९४४ में पूरी तरह मिटा दिया गया ।,75
तरह,"इसकी जगह पीजेडए विकल्प के रूप में सिरप भी दिया जा सकता है , या और अगर गोली का आकार वास्तव में बहुत बड़ा है और इसका सिरप विकल्प उपलब्ध नहीं है तो पीजेडए को पूरी तरह से हटाया जा सकता है ।",117
तरह,"टीबी मैनिंजाइटिस आमतौर पर इलाज के लिए अच्छी तरह से प्रतिक्रिया देता है , लेकिन टीबी सेरेब्रिटिस के लिए लम्बे उपचार ( दो साल तक ) की आवश्यकता हो सकती है और स्टेरॉयड कोर्स की आवश्यकता लम्बी अवधि ( छह माह ) तक हो सकती है ।",214
तौर,"2000 में ऑस्ट्रेलिया और चीन सहित , ३६ पश्चिमी प्रशांत के देशों से पोलियो आधिकारिक तौर पर मिटा दिया गया था ।",76
तौर,"निमोनिया आम तौर पर संक्रमण और कभी - कभार गैर - संक्रामक न्यूमोनाइटिस से संबंधित है , जिसमें फुफ्फुसीय जमाव का अतिरिक्त गुण भी होता है ।",356
तौर,"निमोनिया को सबसे आम तौर पर इसके होने के स्थान और तरीके के आधार पर वर्गीकृत किया जाता है : समुदाय से अर्जित , श्वास , स्वास्थ्य सेवा से संबंधित , अस्पताल से अर्जित और वेंटीलेटर से संबंधित निमोनिया ।",357
तौर,"निमोनिया से इतर अस्थमा और सीओपीडी आम तौर पर घरघराहट के साथ होते हैं , फुफ्फुसीय एडेमा में इलेक्ट्रोकार्डियोग्राम असमान्य होता है , कैंसर व श्वासनलिकाविस्फार में लंबे समय की खांसी होती है और एम्बोली में तीखे सीने के दर्द की शुरुआत के साथ सांस लेने में तकलीफ होती है ।",361
तौर,इसका अर्थ है कि महत्वपूर्ण ( सबसे महत्वपूर्ण ) अंगों को उनकी आवश्यकता के अनुसार आम तौर पर रक्त नहीं मिलता है ।,467
तौर,"आम तौर पर , अस्थि खनिज घनत्व ( BMD ) को ट्रेबिकुलार अस्थि में अस्थिकोरक और अस्थिशोषक गतिविधि के बीच एक संतुलन द्वारा नियंत्रित किया जाता है ।",616
किये,एक मौखिक टीका अल्बर्ट साबिन द्वारा तनु ( कमजोर किये गए ) पोलियो वायरस का उपयोग करके विकसित किया गया ।,54
किये,"संयुक्त राज्य अमेरिका में जंगली वायरस के स्थानिक संचरण के कारण लकवाग्रस्त पोलिओम्येलितिस के प्रकोप के कुछ आखिरी मामले वर्ष 1979 में मिडवेस्ट के भिन्न राज्यों , जिनमें से अमिश भी एक था , में दर्ज किये गए ।",73
किये,"धैर्य बंधाने के लिए सॉल्क ने 26 मार्च 1953 को रेडियो सीबीएस पर वयस्कों और बच्चों के एक छोटे से समूह पर सफल परीक्षण किये जाने की घोषणा की , दो दिन बाद उस परीक्षण के नतीजे JAMA में प्रकाशित किये गए ।",84
किये,"16 मार्च 2007 , तक 314 मामले दर्ज किये जा चुके थे , जिनमें से 215 की मृत्यु हो गयी ।",124
किये,"यह स्पष्ट है कि टीबी के इस उपभेद का प्रसार एचआईवी और संक्रमण के अपर्याप्त नियंत्रण से सम्बंधित है ; अन्य देशों में जहां XDR - TB के उपभेद उत्पन्न हुए हैं , मामले का उपयुक्त प्रबंधन न किये जाने के कारण दवा के लिए प्रतिरोध विकसित हुआ ।",125
किये,"23 नवम्बर 2006 तक XDR - TB के 303 मामले दर्ज किये जा चुके हैं , जिनमें से 263 मामले क्वाजुलू - नेटल में दर्ज किये गए ।",129
जोखिम,"बहिर्मुखता एक ऐसी विशेषता है जो ज्यादातर धूम्रपान से जुड़ी है और धूम्रपान करने वाले मिलनसार , आवेगी , जोखिम उठाने वाले और उत्तेजना की चाहत रखने वाले व्यक्ति होते हैं ।",0
जोखिम,"इंजेक्शन सॉल्क वैक्सीन आईजीजी के माध्यम से रक्तप्रवाह में प्रतिरक्षा प्रदान करता है , जो कि पोलियो के संक्रमण को बढ़ाकर विषाणुरक्तता में बदलने से रोकता है और मोटर नुरोंस की रक्षा करता है और इस प्रकार कंदाकार पोलियो एवं पोस्ट पोलियो सिंड्रोम के जोखिम को ख़त्म कर देता है ।",87
जोखिम,विकसित देशों में वयस्कों ( 18 साल और उससे बड़ी आयु ) का नियमित टीकाकरण न तो ज़रूरी है और न ही इसकी सलाह दी जाती है क्योकि ज्यादातर व्यस्क या तो पहले से ही उन्मुक्त हैं या फिर जंगली पोलियो विषाणु के प्रति उनकी अरक्षितता का जोखिम बहुत कम है ।,105
जोखिम,"स्पष्ट जोखिम के अलावा ( अर्थात MDR - टीबी के रोगी में ज्ञात जोखिम ) अन्य जोखिम भी देखे जाते हैं जैसे पुरुष लिंग , एचआईवी संक्रमण , पहले भी टीबी का हो चुका होना , टीबी का उपचार असफल होना , मानक टीबी के उपचार के लिए प्रतिक्रिया न होना और टीबी के मानक उपचार के बाद रोग का फिर से हो जाना ।",138
जोखिम,"जिन लोगों में शराब के कारण यकृत रोग हो जाता है , उनमें टीबी का जोखिम बढ़ जाता है ।",162
जोखिम,गर्भावस्था खुद टीबी के लिए एक जोखिम कारक नहीं है ।,168
मामलों,"1600 के दशक के मध्य तक हर प्रमुख सभ्यता तम्बाकू के धूम्रपान से परिचित थी और बहुत से मामलों में इसे पहले ही देशी संस्कृति में शामिल कर लिया गया था , बावजूद इसके कि कई शासकों ने इसे रोकने के लिए सख्त दंड या जुर्माने का प्रावधान किया ।",13
मामलों,थेलिडोमाइड टीबी मैनिंजाइटिस में लाभकारी हो सकता है और इसका उपयोग उन मामलों में किया गया है जिनमें रोगी स्टेरॉयड उपचार के लिए प्रतिक्रिया नहीं देता ।,108
मामलों,लसिकानोड्स की टीबी ( टीबी लिम्फेडेनीटिस / TB lymphadenitis ) के 25 प्रतिशत मामलों में रोगी को उपचार दिए जाने पर स्थिति बेहतर होने से पहले बदतर हो जाती है और ऐसा अक्सर उपचार के पहले कुछ महीनों में होता है ।,190
मामलों,"तपेदिक केन्द्रीय तंत्रिका तंत्र को प्रभावित कर सकता है ( मस्तिष्क - आवरण ( मेनिन्जेस ) , मस्तिष्क और मेरुरज्जु ) , इन मामलों में यह क्रमशः टीबी मेनिनजाईटिस , टीबी सेरेब्रिटिस , टीबी मायेलिटिस कहलाता है ।",200
मामलों,इसका निदान मुश्किल है क्योंकि आधे से कम मामलों में ही सीएसएफ कल्चर सकारात्मक आता है और इसीलिए अधिकांश मामलों का उपचार केवल नैदानिक संदेह के आधार पर ही किया जाता है ।,202
मामलों,संक्रमण रोकने के प्रयास तथा इलाज करने के प्रयासों के होते हुए भी १९९२ के बाद इसके मामलों में अभी तक कोई गिरावट नहीं आयी है ।,225
फिर,"द्वितीय विश्व युद्ध के अंत तक , अमेरिकी सिगरेट निर्माताओं ने जर्मन काले बाज़ार में फिर से प्रवेश कर लिया ।",39
फिर,फिर सॉल्क के टीके का इस्तेमाल थोमस फ्रांसिस के नेतृत्व में Francis Field Trial नामक एक परीक्षण में किया गया जो कि इतिहास का सबसे बड़ा चिकित्सा परीक्षण था ।,89
फिर,"वे एक नियंत्रण समूह की भूमिका में थे , जिसका फिर निरीक्षण किया गया यह देखने के लिए कि किसी को पोलियो हुआ है या नहीं ।",94
फिर,विकसित देशों में वयस्कों ( 18 साल और उससे बड़ी आयु ) का नियमित टीकाकरण न तो ज़रूरी है और न ही इसकी सलाह दी जाती है क्योकि ज्यादातर व्यस्क या तो पहले से ही उन्मुक्त हैं या फिर जंगली पोलियो विषाणु के प्रति उनकी अरक्षितता का जोखिम बहुत कम है ।,105
फिर,"जो रोगी टीबी का उपचार नियमित रूप और भरोसे के साथ नहीं करते हैं , उनमें उपचार की विफलता की संभावना बहुत अधिक बढ़ जाती है , उनमें रोग के फिर से होने , या दवा प्रतिरोधी टीबी विभेद उत्पन्न हो जाने की संभावना भी बहुत अधिक होती है ।",109
फिर,"उपचार को पूरा किया जाना बहुत महत्वपूर्ण है , क्योंकि ऐसा न करने से रोग फिर से हो सकता है और दवा के लिए प्रतिरोध भी उत्पन्न हो सकता है ।",114
सभी,"वास्तव में , "" नशेड़ी व्यवहार दर्शाने वाली जनसंख्या "" के ग्राफ की प्रतिशतता 100 % तक पहुँचने से पहले , "" निकोटिन की मात्रा "" के ग्राफ के बराबर है जिससे पता चलता है कि एक अनुपात में सभी लोग कभी भी निकोटिन पर निर्भर नहीं होते ।",5
सभी,"एक वर्ग के भीतर एक दवा के लिए प्रतिरोध का अर्थ है कि आमतौर पर उस वर्ग में सभी दवाओं के लिए प्रतिरोध होता है , परन्तु रिफाम्पिसिन एक उल्लेखनीय अपवाद है ।",148
सभी,डॉट्स प्लस कार्यक्रम को लागू करने के लिए डॉट्स की सभी आवश्यकताओं के अलावा दवा संवेदनशीलता परीक्षण की क्षमता और दूसरी पंक्ति के एजेंट्स की उपलब्धता ( जो यहां तक कि विकसित देशों में नियमित रूप से उपलब्ध नहीं है ) आवश्यक है ।,180
सभी,"अपवाद - स्वरूप अफ्रीका में नगर - ग्रामीण सभी क्षेत्र इस से ग्रस्त हैं , यद्यपि बड़े नगरों में खतरा कम रहता है ।",236
सभी,"रोहिणी या डिप्थीरिया ( Diphtheria ) उग्र संक्रामक रोग है , जो 2 से लेकर 10 वर्ष तक की आयु के बालकों को अधिक होता है , यद्यपि सभी आयुवालों को यह रोग हो सकता है ।",393
सभी,"उदाहरण के लिये , पीत - ज्वर वायरस , वेस्ट नाइल वायरस , सेंट लुईस एन्सेफलाइटिस वायरस , जापानी एन्सेफलाइटिस वायरस , टिक - जनित एन्सेफलाइटिस वायरस , क्यासानूर जंगल रोग वायरस तथा ओमस्क रक्तस्रावी बुख़ार , सभी "" फ्लाविविरिडे "" परिवार से संबंधित हैं ।",489
केवल,विश्व में किसी भी स्थान से कहीं ज्यादा अफ्रीका के उप सहारा में तंबाकू और भांग का प्रयोग ना केवल सामाजिक संबंधों की पुष्टि करने अपितु नए संबंध बनाने में भी किया गया ।,16
केवल,पहले यह केवल खाई जाती थी और वह भी मुख्य रूप से केवल अपने औषधीय गुणों के कारण ।,23
केवल,"२००८ तक , पोलियो केवल इन चार देशों में स्थानिक रह गया : नाइजीरिया , भारत , अफगानिस्तान और पाकिस्तान ।",78
केवल,१९६१ तक संयुक्त राज्य अमेरिका में केवल १६१ मामले दर्ज हुए ।,99
केवल,क्योंकि आइसोलेटेड आरएमपी प्रतिरोध दुर्लभ है ( ऐसी स्थिति को छोड़कर जब रोगी का उपचार पहले कभी केवल रिफाम्पिसिन के साथ किया जा चुका हो ।,142
केवल,दवा के प्रत्येक वर्ग में केवल एक दवा का उपयोग करना ही संभव है ।,150
हालांकि,"हालांकि व्यक्तित्व और सामाजिक कारक लोगों को धूम्रपान के लिए प्रेरित कर सकते हैं , लेकिन वास्तविक आदत प्रभाव डालने की अनुकूलता की क्रिया है ।",1
हालांकि,"हालांकि लम्बे समय से तम्बाकू के धूम्रपान को एक सार्वभौमिक नशे की लत के रूप में देखा गया है , आंकड़ों द्वारा यह सिद्ध किया जा चुका है कि निकोटिन का आदी बनने में लोगों को अलग अलग समय लगता है ।",4
हालांकि,"हालांकि , धूम्रपान करने वाले लोग ऐसी प्रक्रिया में लिप्त होते हैं जिसका स्वास्थ्य पर नकारात्मक प्रभाव पड़ता है , वे अपने व्यवहार को युक्ति संगत बताते हैं ।",6
हालांकि,"हालांकि पोलियो वायरस संचरण दुनिया के बहुत बड़े हिस्से में बाधित कर दिया गया है , किन्तु जंगली पोलियो वायरस का संचरण जारी है और पहले से पोलियो मुक्त क्षेत्रों में जंगली पोलियो वायरस के आयातित होने का निरंतर ख़तरा बना हुआ है ।",79
हालांकि,"उपचार की अवधि कम से कम 18 महीने की होती है और इसमें एक साल भी लग सकता है ; इसमें शल्य चिकित्सा की आवश्यकता भी पड़ सकती है , हालांकि इष्टतम उपचार के बावजूद मृत्यु दर अधिक होती है ।",133
हालांकि,हालांकि अगर डॉट्स कार्यक्रम को लागू नहीं किया जाता या गलत तरीके से लागू किया जाता है तो सकारात्मक परिणामों की संभावना नहीं रहती है ।,174
देशों,"इन दो टीकों द्वारा दुनिया के सबसे अधिक देशों से पोलियो का उन्मूलन किया गया है और दुनियाभर में पोलियो के मामले , अनुमानित , १९८८ में ३५०,००० से घटकर २००७ में १,६५२ रह गए हैं ।",58
देशों,"2000 में ऑस्ट्रेलिया और चीन सहित , ३६ पश्चिमी प्रशांत के देशों से पोलियो आधिकारिक तौर पर मिटा दिया गया था ।",76
देशों,"२००८ तक , पोलियो केवल इन चार देशों में स्थानिक रह गया : नाइजीरिया , भारत , अफगानिस्तान और पाकिस्तान ।",78
देशों,"कुछ देशों में , किशोरावस्था के दौरान एक पांचवाँ टीकाकरण दिया जाता है ।",104
देशों,विकसित देशों में वयस्कों ( 18 साल और उससे बड़ी आयु ) का नियमित टीकाकरण न तो ज़रूरी है और न ही इसकी सलाह दी जाती है क्योकि ज्यादातर व्यस्क या तो पहले से ही उन्मुक्त हैं या फिर जंगली पोलियो विषाणु के प्रति उनकी अरक्षितता का जोखिम बहुत कम है ।,105
देशों,"यह स्पष्ट है कि टीबी के इस उपभेद का प्रसार एचआईवी और संक्रमण के अपर्याप्त नियंत्रण से सम्बंधित है ; अन्य देशों में जहां XDR - TB के उपभेद उत्पन्न हुए हैं , मामले का उपयुक्त प्रबंधन न किये जाने के कारण दवा के लिए प्रतिरोध विकसित हुआ ।",125
वे,"हालांकि , धूम्रपान करने वाले लोग ऐसी प्रक्रिया में लिप्त होते हैं जिसका स्वास्थ्य पर नकारात्मक प्रभाव पड़ता है , वे अपने व्यवहार को युक्ति संगत बताते हैं ।",6
वे,"वे एक नियंत्रण समूह की भूमिका में थे , जिसका फिर निरीक्षण किया गया यह देखने के लिए कि किसी को पोलियो हुआ है या नहीं ।",94
वे,"दवाओं को सूची में सबसे ऊपर रखा जाता है क्योंकि वे अधिक प्रभावी और कम विषाक्त हैं ; दवाओं को सूची में सबसे नीचे रखा जाता है क्योंकि वे कम प्रभावी और अधिक विषाक्त हैं , या उन्हें प्राप्त करने में कठिनाई होती है ।",147
वे,"उपचार शुरू किये जाने के कुछ सप्ताह बाद ही , लसिका नोड्स ( लसिका पर्व भी कहलाते हैं ) आकार में बढ़ जाते हैं और लसिका नोड्स जो पहले ठोस थे , वे कुछ तरलीकृत होने लगते हैं ।",191
वे,वे हैं : स्टेरॉयड का प्रयोग टीबी मैनिंजाइटिस में नियमित रूप से किया जाता है ( नीचे दिया गया अनुभाग देखें ) ।,218
वे,"टीबी मैनिंजाइटिस के लिए डेक्सामेथासोन की 8 से 12 मिलीग्राम की खुराक प्रतिदिन 6 सप्ताह से अधिक समय के लिए दी जाती है ( वे लोग अधिक सटीक खुराक लेना चाहते हैं , उन्हें थ्वाईटेस दी जाती है "" एट आल "" , 2004 )",221
खसरा,खसरा,1302
खसरा,"खसरा श्वसन प्रणाली में वायरस , विशेष रूप से "" मोर्बिली वायरस "" के जीन्स पैरामिक्सो वायरस के संक्रमण से होता है ।",1303
खसरा,"खसरा ( कभी - कभी यह अंग्रेज़ी नाम मीज़ल्स से भी जाना जाता है ) श्वसन के माध्यम से फैलता है ( संक्रमित व्यक्ति के मुंह और नाक से बहते द्रव के सीधे या वायुविलय के माध्यम से संपर्क में आने से ) और बहुत संक्रामक है तथा 90 % लोग जिनमें रोग प्रतिरोधक क्षमता नहीं है और जो संक्रमित व्यक्ति के साथ एक ही घर में रहते हैं , वे इसके शिकार हो सकते हैं ।",1306
खसरा,"अंग्रेजी बोलने वाले देशों में खसरा का एक वैकल्पिक नाम "" रुबेओला "" है , जिसे अक्सर "" रुबेला "" ( जर्मन खसरा ) के साथ जोड़ा जाता है ; हालांकि दोनों रोगों में कोई संबंध नहीं हैं ।",1308
खसरा,"खसरा के खास लक्षणों में चार दिन का बुखार , तीनों "" सी "" - कफ ( खांसी ) , कोरिज़ा ( बहती हुई नाक ) और नेत्रश्लेष्मलाशोथ ( लाल आंखें ) शामिल हैं ।",1309
खसरा,"खसरा के समय मुंह के अंदर दिखाई देने वाले "" कॉपलिक धब्बे "" रोगनिदानात्मक हैं , लेकिन अक्सर ये दिखाई नहीं देते हैं , यहां तक कि खसरा के असली मामलों में भी , क्योंकि वे क्षणिक होते हैं और उत्पन्न होने के एक दिन के भीतर ही गायब हो जाते हैं ।",1311
बुखार,डेंगू बुखार के विपरीत यह शहरों की अपेक्षा गाँवों में ज्यादा फैलता है ।,234
बुखार,"मूत्र में हीमोग्लोबिन का उत्सर्जन और इससे गुर्दों की विफलता तक हो सकती है , जिसे कालापानी बुखार ( अंग्रेजी : "" blackwater fever "" , "" ब्लैक वाटर फ़ीवर "" ) कहते हैं ।",256
बुखार,डेंगू बुखार डेंगू वायरस के कारण होता है ।,486
